37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,39,38,38,38,38,38,38,38,38,38,41,37,37,37,37,37,37,37,37,37,37,37,37
37,37,37,37,37,37,37,39,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,41,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,39,38,38,38,38,38,38,38,38,38,38,38,40,8,8,8,8,8,8,8,8,8,3,38,38,38,38,38,38,38,41,37,37,37,37
37,37,37,37,37,37,39,40,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,38,38,38,38,38,41,37,37,37,37,37,37,37,37,37,37,37,37,37,39,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,40,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,41,37,37,37
37,37,37,37,37,39,40,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,38,38,38,38,38,38,38,38,38,38,38,38,38,40,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,8,8,8,4,8,8,8,8,4,8,8,8,8,8,8,4,8,8,8,4,8,8,8,8,8,8,8,4,8,34,37,37,37
37,37,37,37,39,40,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,8,8,4,4,8,4,8,4,8,4,4,8,4,8,4,4,4,4,8,4,8,8,8,4,4,4,4,4,8,4,8,4,8,34,37,37,37
37,37,37,37,32,8,8,74,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,73,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,8,8,8,8,4,8,8,8,4,4,8,4,8,8,8,8,4,8,8,8,8,8,4,8,8,8,8,8,4,8,4,8,34,37,37,37
37,37,37,37,32,8,8,75,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,83,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,8,8,4,4,4,4,4,4,4,4,4,8,4,4,4,4,8,4,4,4,4,4,8,4,8,4,8,4,4,4,8,4,8,34,37,37,37
37,37,37,37,32,8,8,75,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,83,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,4,4,8,8,8,4,8,4,8,4,8,4,8,8,8,8,8,8,4,8,8,8,4,8,4,8,4,8,4,8,4,8,4,30,29,37,37,37
37,37,37,39,40,8,8,75,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,83,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,8,8,8,4,8,4,8,4,8,4,8,4,8,4,34,37,37,37,37
37,37,37,32,8,8,8,75,78,96,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,98,78,78,78,78,78,78,83,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,8,4,8,8,8,4,4,4,4,4,8,8,8,8,8,4,8,8,8,8,8,8,4,8,4,8,4,8,8,8,4,8,4,34,37,37,37,37
37,37,37,32,8,8,8,75,78,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,101,78,78,78,78,78,78,83,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,8,4,4,8,4,4,8,8,8,4,4,4,4,4,8,4,8,4,4,8,8,8,4,8,4,8,4,4,4,4,4,8,4,34,37,37,37,37
37,37,37,32,8,8,8,75,78,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,101,78,78,78,78,78,78,83,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,8,4,8,8,8,8,4,8,4,8,8,8,8,8,4,8,4,4,4,4,4,4,8,4,8,8,8,8,8,4,8,4,34,37,37,37,37
37,37,37,32,8,8,8,75,78,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,101,78,78,78,78,78,78,83,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,8,4,8,4,4,4,4,4,8,8,8,8,8,8,4,8,4,4,4,4,4,8,4,8,4,34,37,37,37,37
